age,sexe_nais,genre,genre_autre,ethnie,ehtnie_autre,school,cegep_precisez,cycle_et,regime_et,prog_et,prog_et_precisez,format_cours,traval_hrs,maritale,enfant,cmb_enfant,dx_tr_app,dx_tr_app_lequel,dx_tr_app_precisez,diff_strat_et,type_diff_stra_et,pps1,pps2,pps3,pps4,pps5,pps6,pps7,pps8,pps9,pps10,pps11,perf1,perf2,perf3,perf4,perf5,perf6,perf7,perf8,perf9,perf10,perf11,perf12,perf13,perf14,perf15,perf16,perf17,perf18,perf19,perf20,flexpsy1,flexpsy2,flexpsy3,flexpsy4,flexpsy5,flexpsy6,flexpsy7,flexpsy8,flexpsy9,flexpsy10,flexpsy11,flexpsy12,sep1,sep2,sep3,sep4,sep5,sep6,sep7,sep8,sep9,sep10,qmes1,qmes2,qmes3,qmes4,qmes5,qmes6,qmes7,qmes8,qmes9,qmes10,qmes11,qmes12,qmes13,qmes14,qmes15,qmes16,qmes17,qmes18,qmes19,qmes20,qmes21,qmes22,qmes23,qmes24,qmes25,qmes26,qmes27,ese1,ese2,ese3,ese4,ese5,qeed_ouv,qeed1,qeed2,qeed3,qeed4,qeed5,qeed6,proc_ouvert,eead1_rec,eead2_rec,eead3_rec,eead4_rec,eead5_rec,eead6_rec,eead7_rec,eead8_rec,eead9_rec,eead10_rec,eead11_rec,eead12_rec,eead13_rec,eead14_rec,pps_tot,qpr_rhs,qpr_pp,mpfi_tot,gses_tot,qmes_eng_opt,qmes_sur_eng_scol,qmes_sous_eng_scol,ese_tot
24,Masculin,Masculin,,Blanc-Caucasien,,Université de Montréal,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,16-20 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",3,5,4,4,5,5,4,4,3,1,1,5,4,5,3,4,5,3,3,5,5,3,3,3,5,5,3,4,4,4,4,3,3,5,4,4,4,2,4,2,3,4,4,4,3,2,3,4,3,3,3,3,3,5,4,6,7,4,2,3,7,2,7,7,7,8,7,2,8,6,0,6,6,5,8,2,2,8,4,2,5,6,5,5,5,,3,2,2,2,3,4,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,1,3,3,1,1,4,2,2,3,4,3,1,3,3,39,29,51,42,31,60,47,28,26
18,Féminin,Féminin,,Asiatique,,Autres (spécifier ci-dessous),Dawson college,Cégep,Temps plein,Sciences santés,,Complètement à distance (en ligne,11-15 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à effectuer des recherches documentaires., J'ai de la difficulté en français (rédaction, lecture ou communication)., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai de la difficulté à m'adapter au retour aux études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",5,5,4,5,5,5,5,5,5,5,3,5,5,5,5,3,3,5,3,5,4,5,5,5,5,5,4,4,2,5,5,6,6,6,6,6,4,2,3,6,6,6,6,2,3,2,2,3,3,3,2,2,3,1,4,8,2,2,8,8,8,8,8,8,8,4,4,8,8,8,8,1,2,6,3,0,8,2,8,8,7,1,1,1,4,,5,5,5,1,1,1,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",2,4,3,3,1,2,3,1,2,3,1,4,2,2,52,31,57,63,25,37,44,70,14
23,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,Troisième cycle (Doctorat),Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",1,3,3,5,4,3,2,4,3,1,1,5,5,4,5,4,5,4,4,4,4,1,5,3,2,4,2,2,2,2,4,2,2,5,3,3,4,3,3,5,6,5,5,4,3,3,4,4,4,4,4,4,4,7,6,8,8,2,0,8,7,1,7,3,5,8,8,0,8,6,0,7,5,1,8,2,0,7,7,1,6,4,5,7,7,,5,5,5,2,1,1,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",2,1,3,1,2,4,2,3,2,3,2,2,3,1,30,32,39,46,38,68,46,16,29
19,Féminin,Féminin,,Asiatique,,Autres (spécifier ci-dessous),Cégep Limoilou,Cégep,Temps plein,Autres,Technique en tourisme,Complètement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",3,5,4,3,5,5,5,4,1,1,1,4,2,4,2,1,1,3,1,5,3,3,2,1,3,2,4,3,1,4,1,2,3,2,1,5,2,3,3,3,4,4,6,3,3,3,3,3,3,3,2,2,3,5,4,6,7,2,0,8,0,0,6,2,2,8,8,1,8,1,0,7,5,2,8,2,1,7,0,0,4,6,5,5,7,,5,3,2,2,2,5,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",3,2,4,1,3,4,2,4,1,4,4,3,4,1,37,17,33,38,28,64,24,12,27
20,Féminin,Féminin,,Blanc-Caucasien,,Université Laval,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Autres,Études internationales et langues modernes,Complètement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",4,5,5,5,5,5,5,5,3,1,1,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,4,4,4,5,4,6,4,5,5,6,5,6,6,6,6,4,2,3,4,4,4,4,4,3,3,6,6,8,6,6,2,8,3,1,7,2,7,7,6,0,7,4,2,8,6,7,7,2,2,8,0,1,6,4,6,6,6,,5,5,5,2,1,2,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",2,2,2,1,1,4,3,2,3,3,2,2,1,2,44,34,60,64,35,64,35,30,28
27,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Montréal,,"Premier cycle (Baccalauréat, Certificat",Temps partiel,Autres,Enseignement de la danse,Complètement à distance (en ligne,6-10 heures,Célibataire,Non,0,Oui,TDA/H,,Oui,"J'ai de la difficulté à concilier la famille et les études., J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à m'adapter au retour aux études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,5,4,5,5,5,5,5,5,4,4,3,3,3,2,3,3,1,1,2,2,2,1,1,3,3,4,2,1,2,3,1,2,2,3,4,4,8,6,8,0,2,8,8,2,4,8,4,8,1,4,8,8,7,8,8,5,8,2,4,4,5,2,3,3,7,2,,5,5,4,1,3,3,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",1,3,2,4,1,2,2,1,1,2,3,3,2,2,55,32,57,24,23,38,60,48,17
22,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Montréal,,Deuxième cycle (Maîtrise ou DESS),Temps plein,Sciences gestion/administratives,,Complètement à distance (en ligne,Je n'ai pas d'emploi,Conjoint de fait,Non,,Non,,,Oui,"J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",1,3,2,2,3,2,3,3,1,1,1,5,4,5,3,3,5,3,4,5,3,2,5,2,2,3,2,3,2,2,5,2,4,3,2,2,1,3,2,3,4,4,5,3,3,2,2,2,3,2,3,4,4,5,2,4,8,4,2,8,8,2,4,3,5,7,5,1,8,8,1,4,2,2,7,3,1,4,3,3,6,4,5,5,6,,5,2,2,3,4,3,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",2,2,3,1,1,2,3,2,1,2,4,3,3,3,22,28,40,35,28,55,38,21,26
21,Féminin,Féminin,,Blanc-Caucasien,,Cégep de Trois-Rivières,,Cégep,Temps plein,Autres,Soins infirmiers,Partiellement à distance (en ligne,16-20 heures,Célibataire,Non,0,Oui,"Dyslexie, Dysorthographie",,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté en français (rédaction, lecture ou communication)., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études.",4,4,4,5,5,5,5,5,4,1,1,5,5,5,3,5,5,5,3,2,2,2,3,3,2,2,2,4,5,5,5,4,2,5,4,5,6,3,3,5,5,5,5,4,4,3,3,4,4,4,4,4,4,6,3,7,8,8,0,8,8,5,8,5,4,6,8,4,8,8,5,6,7,8,8,6,4,5,8,8,6,2,5,5,1,,5,5,5,1,1,5,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,1,4,3,3,3,2,4,3,2,3,3,3,3,2,43,33,40,52,38,63,61,45,19
23,Féminin,Féminin,,Blanc-Caucasien,,Autres (spécifier ci-dessous),Cégep de la Gaspésie et des îles,Cégep,Temps plein,Autres,Techniques d'éducation spésialisée,Partiellement à distance (en ligne,0-5 heures,Célibataire,Non,,Oui,"Dyslexie, Dysorthographie, TDA/H",,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté en français (rédaction, lecture ou communication)., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",3,3,5,4,5,5,5,5,4,3,4,3,3,4,2,2,2,3,4,5,3,2,2,3,4,4,2,3,2,4,5,4,4,6,5,5,6,2,3,4,4,5,6,4,3,3,4,4,4,3,4,3,4,6,3,6,6,3,2,6,5,3,6,5,4,7,5,2,6,4,3,7,5,7,7,1,3,5,2,2,5,5,4,5,3,,4,3,5,2,2,2,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,2,2,1,2,2,4,1,2,2,2,2,2,3,1,46,19,43,54,36,56,33,32,22
24,Féminin,Féminin,,Blanc-Caucasien,,Université Laval,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Oui,TDA/H,,Non,,2,2,3,1,2,3,2,1,2,2,2,5,5,5,4,3,4,4,2,2,4,1,4,2,2,2,1,2,1,2,4,3,3,4,2,3,2,3,3,4,5,5,5,4,3,4,3,4,4,3,3,3,3,7,7,8,8,8,0,7,7,2,7,7,2,8,1,0,7,7,1,8,8,0,8,5,0,7,5,0,6,6,6,7,7,,4,3,2,2,5,5,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,3,3,4,2,3,3,2,4,1,4,2,2,3,2,22,30,29,42,34,67,55,13,32
18,Féminin,Féminin,,Blanc-Caucasien,,Autres (spécifier ci-dessous),Cégep de Saint-Laurent,Cégep,Temps plein,Autres,Option Cinéma - Arts lettres et communication,Complètement à distance (en ligne,21-25 heures,Célibataire,Non,0,Oui,TDA/H,,Oui,"J'ai de la difficulté à concilier la famille et les études., J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",4,4,4,3,5,4,4,4,5,4,3,5,5,4,3,3,4,3,4,5,5,5,4,5,5,3,5,3,3,4,4,4,4,6,6,3,5,3,4,6,6,6,6,4,4,2,3,4,4,1,4,4,3,4,1,7,6,2,0,8,6,7,7,5,8,8,7,0,7,6,1,7,2,6,8,2,1,6,6,3,5,2,4,5,7,,5,3,5,2,1,4,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,2,2,4,1,2,3,3,2,3,3,2,3,1,1,44,27,55,59,33,61,37,33,23
20,Féminin,Féminin,,Blanc-Caucasien,,Université de Sherbrooke,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences humaines/sociales,,Partiellement à distance (en ligne,6-10 heures,Célibataire,Non,,Non,,,Non,,3,2,4,2,2,3,2,3,1,1,1,5,4,4,5,5,5,5,5,4,4,4,5,5,4,5,5,4,5,5,5,4,4,6,4,5,4,3,3,5,4,4,4,3,2,4,3,3,4,2,3,3,3,8,6,8,8,6,2,7,2,2,7,4,2,7,3,1,6,2,1,7,5,1,7,2,2,5,1,1,6,5,5,4,6,,5,2,3,2,2,4,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),2,1,3,1,2,4,3,3,3,3,3,2,3,1,24,33,60,50,30,62,31,20,26
19,Féminin,Féminin,,Blanc-Caucasien,,Autres (spécifier ci-dessous),collège ahuntsic,Cégep,Temps plein,Autres,technique de soins préhospitaliers d'urgences,Partiellement à distance (en ligne,21-25 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté en français (rédaction, lecture ou communication).",1,2,1,1,2,2,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,3,3,2,2,6,6,6,6,1,1,4,4,4,4,4,4,4,4,4,3,8,8,8,4,8,8,0,8,3,8,8,8,4,8,8,0,8,4,0,8,8,2,8,6,0,3,3,2,2,1,,5,5,1,1,1,1,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",2,4,2,3,1,2,3,2,4,2,1,3,2,4,15,35,65,38,34,68,56,26,11
26,Féminin,Féminin,,Blanc-Caucasien,,Université Laval,,Deuxième cycle (Maîtrise ou DESS),Temps plein,Autres,Archéologie,Complètement à distance (en ligne,11-15 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à effectuer des recherches documentaires., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,3,4,4,2,2,2,1,2,4,2,2,2,4,3,1,4,4,4,3,4,4,4,3,5,1,8,2,3,4,8,7,8,5,8,5,8,3,4,8,7,4,3,6,8,3,1,3,5,2,5,2,3,5,3,,5,4,5,1,2,4,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",1,3,1,2,1,3,2,2,3,2,2,3,2,2,52,34,62,30,35,47,47,38,18
24,Féminin,Féminin,,Blanc-Caucasien,,Université Laval,,Deuxième cycle (Maîtrise ou DESS),Temps partiel,Sciences humaines/sociales,Traduction,Complètement à distance (en ligne,26 heures et plus,Célibataire,Non,,Oui,TDA/H,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à effectuer des recherches documentaires., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à m'adapter au retour aux études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",4,3,5,5,5,5,5,5,4,3,3,3,3,4,5,3,4,4,2,5,2,4,2,2,3,2,2,3,3,4,3,2,2,4,2,4,5,1,1,3,3,2,1,2,3,2,1,2,3,2,3,3,2,5,2,8,0,2,6,7,2,6,4,2,8,3,5,2,7,1,8,3,1,8,0,2,3,3,1,7,3,2,2,2,4,,5,5,5,1,1,1,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",1,2,2,2,1,3,3,2,1,4,3,3,2,1,47,26,37,30,23,32,18,56,13
21,Féminin,Féminin,,Blanc-Caucasien,,Université McGill,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences pures,,Complètement à distance (en ligne,6-10 heures,Célibataire,Non,,Non,,,Non,,4,3,4,2,3,5,3,3,2,1,1,5,4,3,5,5,4,5,3,1,2,1,2,1,3,3,2,2,2,1,4,5,5,3,2,5,3,6,6,4,6,6,6,3,2,4,4,4,3,3,3,4,4,8,6,6,5,8,0,8,2,0,8,3,4,8,5,0,6,1,0,8,1,0,8,6,0,6,4,2,7,2,5,4,4,,5,2,2,3,2,5,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",3,2,4,1,4,4,1,4,1,3,2,1,4,2,31,31,27,57,34,65,36,12,22
21,Féminin,Féminin,,Blanc-Caucasien,,Université Laval,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,11-15 heures,Célibataire,Non,,Non,,,Oui,J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).,4,5,5,4,2,4,4,4,3,2,1,4,5,4,4,3,3,4,3,4,4,3,2,3,5,4,3,3,4,4,3,6,4,4,4,4,5,2,2,2,3,4,3,3,4,2,1,1,2,1,1,1,1,8,6,8,5,3,4,7,7,7,4,4,8,7,7,4,7,7,7,6,6,5,5,4,4,4,5,5,3,3,3,4,4,,4,3,3,4,5,5,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),2,3,2,3,1,2,2,2,2,4,2,3,2,2,38,27,45,43,17,53,49,52,17
19,Féminin,Féminin,,Blanc-Caucasien,,Université Laval,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,11-15 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à bien préparer mes examens., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",4,5,4,5,5,5,4,5,3,2,2,5,4,2,5,3,3,2,3,3,2,2,4,3,4,2,1,2,4,3,4,4,5,6,4,3,4,3,4,4,4,5,5,4,3,3,3,3,4,3,2,2,3,5,1,6,7,3,3,6,1,0,7,2,4,5,6,2,6,5,4,7,1,7,6,3,2,8,1,5,5,5,5,6,7,,5,2,3,1,2,4,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",1,2,3,2,1,3,3,1,3,3,2,2,2,1,44,24,37,51,30,57,23,33,28
20,Féminin,Autre (spécifier ci-dessous,Non-binaire,Blanc-Caucasien,,Autres (spécifier ci-dessous),Collège O'Sullivan de Québec,Cégep,Temps plein,Autres,Animation 3D et synthèse d'images,Complètement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Non,,2,3,3,2,2,2,2,1,3,1,1,5,5,5,5,5,3,5,4,4,5,4,4,3,5,5,5,5,5,5,5,3,3,5,2,4,2,2,3,5,4,4,4,4,3,3,3,3,4,3,3,3,3,5,2,5,7,8,3,7,7,5,5,2,8,7,7,2,5,7,6,4,6,6,7,3,4,6,0,4,4,5,4,5,2,,3,1,2,5,4,5,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),1,3,2,1,1,3,4,1,2,3,1,2,2,1,22,33,59,41,32,53,42,43,20
20,Féminin,Féminin,,Blanc-Caucasien,,Autres (spécifier ci-dessous),Cégep André-Laurendeau,Cégep,Temps plein,Autres,Technique en Gestion de Commerce,Complètement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,0,Oui,"Dyslexie, Dysorthographie, TDA/H",,Oui,"J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",3,1,3,1,1,3,3,4,3,2,1,4,3,5,3,3,2,3,4,4,4,3,5,4,3,2,2,2,1,1,4,4,3,3,3,3,5,2,2,6,6,6,5,2,3,3,3,4,4,2,3,2,3,7,6,7,5,4,0,8,4,2,8,5,3,3,0,7,8,6,0,8,6,5,5,0,0,0,3,3,6,5,5,6,4,,4,3,2,5,5,5,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),3,1,4,1,3,4,2,2,1,4,3,2,3,1,25,23,39,48,29,52,34,27,26
20,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Chicoutimi,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Autres,Sciences de l'éducation,Complètement à distance (en ligne,16-20 heures,Célibataire,Non,,Non,,,Non,,2,2,3,4,2,3,2,3,1,1,1,5,5,5,5,3,5,4,5,4,3,3,5,5,4,2,4,3,3,4,4,4,4,3,2,4,5,5,2,5,3,4,5,3,3,3,3,3,3,3,3,3,3,6,3,4,8,7,2,7,5,0,6,4,1,7,2,0,8,2,0,8,3,0,8,5,0,8,4,0,6,6,6,5,6,,5,1,4,4,5,5,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),3,1,3,1,2,4,2,3,2,3,4,2,3,1,24,32,49,46,30,66,35,7,29
21,Féminin,Féminin,,Blanc-Caucasien,,Université Laval,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,6-10 heures,Conjoint de fait,Non,,Oui,TDA/H,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",2,4,5,4,4,4,3,2,4,1,1,5,4,5,4,3,4,5,5,4,5,3,2,3,5,5,5,4,5,5,5,4,3,5,4,6,6,3,4,5,6,6,6,3,3,3,4,4,4,2,4,4,3,7,5,7,5,7,0,6,4,2,8,6,4,8,8,0,5,5,0,7,7,6,8,1,0,7,6,0,6,4,5,5,6,,5,3,4,2,2,4,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",2,2,3,2,2,3,3,2,2,4,2,1,2,4,34,30,56,58,34,61,49,19,26
17,Féminin,Féminin,,Blanc-Caucasien,,Autres (spécifier ci-dessous),Cégep de Baie-Comeau,Cégep,Temps plein,Autres,Soins infirmiers,Complètement en présentiel,Je n'ai pas d'emploi,Célibataire,Non,,Oui,TDA/H,,Oui,"J'ai de la difficulté en français (rédaction, lecture ou communication)., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études.",1,2,2,1,1,1,1,1,2,2,1,5,5,5,4,3,4,5,4,4,3,2,4,3,3,3,2,3,4,4,4,5,4,5,4,4,6,5,4,5,5,4,5,4,4,3,4,3,4,4,3,3,3,7,6,3,7,8,0,7,6,2,7,6,3,7,7,2,8,8,2,7,7,2,8,8,0,6,1,2,6,6,7,6,7,,4,4,4,1,1,2,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,2,2,3,1,2,3,1,3,2,3,2,2,3,1,15,31,43,56,35,64,57,16,32
19,Féminin,Féminin,,Blanc-Caucasien,,,Cegep Lévis lauzon,Cégep,Temps plein,,Technique bureautique,Complètement à distance (en ligne,0-5 heures,Célibataire,Non,,Non,,,Non,,2,2,2,2,2,2,1,1,1,2,2,4,4,4,5,4,3,4,4,3,2,3,3,3,4,5,3,3,2,3,3,6,6,6,5,5,5,4,4,6,4,5,5,3,3,3,3,3,3,3,3,3,3,6,4,3,5,5,2,8,0,2,5,3,4,5,0,2,8,0,0,8,3,1,8,4,0,8,1,0,5,1,3,4,1,,5,5,5,3,1,3,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,3,1,2,1,2,4,1,3,1,4,3,2,4,2,19,28,41,61,30,61,20,14,14
22,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Montréal,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Autres,Arts,Partiellement à distance (en ligne,6-10 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",3,5,5,4,5,5,4,5,4,3,3,5,4,4,4,3,2,3,3,4,3,2,1,1,2,2,1,1,1,3,2,4,5,4,3,5,2,1,1,3,2,4,3,3,3,2,2,3,2,3,2,4,3,5,1,4,6,5,3,7,3,1,6,2,5,7,6,0,8,4,2,6,1,6,7,5,2,4,7,2,4,2,3,2,2,,5,5,5,1,1,1,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",1,4,2,3,1,2,3,1,4,2,1,3,1,2,46,25,26,37,27,56,34,25,13
26,Féminin,Féminin,,Blanc-Caucasien,,Université de Sherbrooke,,Deuxième cycle (Maîtrise ou DESS),Temps partiel,Sciences humaines/sociales,,Complètement à distance (en ligne,26 heures et plus,Célibataire,Non,,Oui,TDA/H,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai de la difficulté à m'adapter au retour aux études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",5,4,5,4,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,6,5,6,6,4,3,3,3,3,4,3,3,3,4,2,1,8,8,8,3,4,7,4,8,0,6,6,7,3,8,8,4,4,0,2,6,4,0,6,6,3,3,2,2,3,5,,5,4,5,1,1,5,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",1,1,2,1,1,4,3,2,3,3,1,2,3,2,45,35,63,62,33,52,41,33,15
26,Féminin,Féminin,,Blanc-Caucasien,,Université de Sherbrooke,,Deuxième cycle (Maîtrise ou DESS),Temps plein,Sciences santés,,Partiellement à distance (en ligne,Je n'ai pas d'emploi,Marié(e),Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à effectuer des recherches documentaires., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",3,4,4,5,5,5,4,4,2,1,1,4,3,4,5,4,5,4,3,4,4,4,4,2,4,4,2,3,3,2,5,5,5,6,5,4,4,5,3,5,5,5,6,3,3,3,3,4,4,4,4,4,4,5,3,8,6,2,2,7,1,2,6,2,8,7,4,0,7,0,3,7,2,5,8,3,3,7,0,2,4,4,5,5,2,,5,3,3,1,2,4,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",2,1,2,1,2,4,2,3,3,3,3,1,2,2,38,29,44,58,36,60,17,33,20
